x,y,vx,vy,ax,ay,next_x,next_y,next_vx,next_vy
428.482849,622.644775,546.732422,19.192101,0.000000,0.000000,437.572266,623.130493,545.365601,29.144123
437.572266,623.130493,545.365601,29.144123,0.000000,0.000000,446.638977,623.781677,544.002197,39.071262
446.638977,623.781677,544.002197,39.071262,0.000000,0.000000,455.683014,624.597900,542.642212,48.973583
455.683014,624.597900,542.642212,48.973583,0.000000,0.000000,464.704437,625.578735,541.285583,58.851151
464.704437,625.578735,541.285583,58.851151,0.000000,0.000000,473.703308,626.723816,539.932373,68.704025
473.703308,626.723816,539.932373,68.704025,0.000000,0.000000,482.679688,628.032715,538.582520,78.532265
482.679688,628.032715,538.582520,78.532265,0.000000,0.000000,491.506439,626.959900,529.605225,-64.370682
491.506439,626.959900,529.605225,-64.370682,0.000000,0.000000,500.311127,626.056396,528.281189,-54.209755
500.311127,626.056396,528.281189,-54.209755,0.000000,0.000000,509.093811,625.321838,526.960510,-44.074230
509.093811,625.321838,526.960510,-44.074230,0.000000,0.000000,517.854553,624.755798,525.643127,-33.964046
517.854553,624.755798,525.643127,-33.964046,0.000000,0.000000,526.593384,624.357788,524.329041,-23.879135
526.593384,624.357788,524.329041,-23.879135,0.000000,0.000000,535.310364,624.127441,523.018250,-13.819436
535.310364,624.127441,523.018250,-13.819436,0.000000,0.000000,544.005554,624.064331,521.710693,-3.784886
544.005554,624.064331,521.710693,-3.784886,0.000000,0.000000,552.679016,624.168091,520.406433,6.224577
552.679016,624.168091,520.406433,6.224577,0.000000,0.000000,561.330750,624.438232,519.105408,16.209017
561.330750,624.438232,519.105408,16.209017,0.000000,0.000000,569.960876,624.874390,517.807617,26.168495
569.960876,624.874390,517.807617,26.168495,0.000000,0.000000,578.569458,625.476135,516.513123,36.103073
578.569458,625.476135,516.513123,36.103073,0.000000,0.000000,587.156494,626.243042,515.221863,46.012817
587.156494,626.243042,515.221863,46.012817,0.000000,0.000000,595.722046,627.174683,513.933838,55.897785
595.722046,627.174683,513.933838,55.897785,0.000000,0.000000,604.266174,628.270630,512.648987,65.758041
604.266174,628.270630,512.648987,65.758041,0.000000,0.000000,612.681030,627.371948,504.891693,-53.921219
612.681030,627.371948,504.891693,-53.921219,0.000000,0.000000,621.074829,626.642151,503.629456,-43.786415
621.074829,626.642151,503.629456,-43.786415,0.000000,0.000000,629.447693,626.080872,502.370392,-33.676949
629.447693,626.080872,502.370392,-33.676949,0.000000,0.000000,637.799622,625.687683,501.114471,-23.592754
637.799622,625.687683,501.114471,-23.592754,0.000000,0.000000,646.130676,625.462097,499.861694,-13.533772
646.130676,625.462097,499.861694,-13.533772,0.000000,0.000000,654.440857,625.403748,498.612030,-3.499937
654.440857,625.403748,498.612030,-3.499937,0.000000,0.000000,662.730286,625.512207,497.365509,6.508814
662.730286,625.512207,497.365509,6.508814,0.000000,0.000000,670.998962,625.787109,496.122101,16.492542
670.998962,625.787109,496.122101,16.492542,0.000000,0.000000,679.247009,626.227966,494.881805,26.451313
679.247009,626.227966,494.881805,26.451313,0.000000,0.000000,687.474426,626.834412,493.644592,36.385185
687.474426,626.834412,493.644592,36.385185,0.000000,0.000000,695.681274,627.605957,492.410492,46.294224
695.681274,627.605957,492.410492,46.294224,0.000000,0.000000,703.867615,628.542236,491.179474,56.178490
703.867615,628.542236,491.179474,56.178490,0.000000,0.000000,711.940063,627.580688,484.346313,-46.066360
711.940063,627.580688,484.346313,-46.066360,0.000000,0.000000,719.992310,626.981506,483.135437,-35.951195
719.992310,626.981506,483.135437,-35.951195,0.000000,0.000000,728.024414,626.550476,481.927612,-25.861317
728.024414,626.550476,481.927612,-25.861317,0.000000,0.000000,736.036438,626.287170,480.722809,-15.796662
736.036438,626.287170,480.722809,-15.796662,0.000000,0.000000,744.028442,626.191223,479.520996,-5.757170
744.028442,626.191223,479.520996,-5.757170,0.000000,0.000000,752.000488,626.262207,478.322205,4.257224
752.000488,626.262207,478.322205,4.257224,0.000000,0.000000,759.952576,626.499634,477.126404,14.246582
759.952576,626.499634,477.126404,14.246582,0.000000,0.000000,767.884827,626.903137,475.933594,24.210966
767.884827,626.903137,475.933594,24.210966,0.000000,0.000000,775.797241,627.472290,474.743774,34.150440
775.797241,627.472290,474.743774,34.150440,0.000000,0.000000,783.689880,628.206726,473.556915,44.065063
783.689880,628.206726,473.556915,44.065063,0.000000,0.000000,791.487671,627.604492,467.868591,-36.133354
791.487671,627.604492,467.868591,-36.133354,0.000000,0.000000,799.265991,627.170471,466.698914,-26.043022
799.265991,627.170471,466.698914,-26.043022,0.000000,0.000000,807.024841,626.904175,465.532166,-15.977914
807.024841,626.904175,465.532166,-15.977914,0.000000,0.000000,814.764343,626.805237,464.368347,-5.937968
814.764343,626.805237,464.368347,-5.937968,0.000000,0.000000,822.484497,626.873169,463.207428,4.076878
822.484497,626.873169,463.207428,4.076878,0.000000,0.000000,830.185303,627.107605,462.049408,14.066687
830.185303,627.107605,462.049408,14.066687,0.000000,0.000000,837.866882,627.508118,460.894287,24.031521
837.866882,627.508118,460.894287,24.031521,0.000000,0.000000,845.529236,628.074280,459.742065,33.971443
845.529236,628.074280,459.742065,33.971443,0.000000,0.000000,853.111938,627.604980,454.960724,-28.159561
853.111938,627.604980,454.960724,-28.159561,0.000000,0.000000,860.675659,627.303467,453.823334,-18.089161
860.675659,627.303467,453.823334,-18.089161,0.000000,0.000000,868.220459,627.169373,452.688782,-8.043937
868.220459,627.169373,452.688782,-8.043937,0.000000,0.000000,875.746399,627.202332,451.557068,1.976174
875.746399,627.202332,451.557068,1.976174,0.000000,0.000000,883.253540,627.401855,450.428162,11.971235
883.253540,627.401855,450.428162,11.971235,0.000000,0.000000,890.741882,627.767517,449.302094,21.941307
890.741882,627.767517,449.302094,21.941307,0.000000,0.000000,898.211548,628.298950,448.178833,31.886456
898.211548,628.298950,448.178833,31.886456,0.000000,0.000000,905.605896,627.863159,443.660706,-26.146889
905.605896,627.863159,443.660706,-26.146889,0.000000,0.000000,912.981750,627.595154,442.551544,-16.081520
912.981750,627.595154,442.551544,-16.081520,0.000000,0.000000,920.339172,627.494446,441.445160,-6.041316
920.339172,627.494446,441.445160,-6.041316,0.000000,0.000000,927.678223,627.560669,440.341553,3.973788
927.678223,627.560669,440.341553,3.973788,0.000000,0.000000,934.998901,627.793396,439.240692,13.963855
934.998901,627.793396,439.240692,13.963855,0.000000,0.000000,942.301270,628.192200,438.142578,23.928947
942.301270,628.192200,438.142578,23.928947,0.000000,0.000000,949.540833,627.865173,434.372681,-19.621735
949.540833,627.865173,434.372681,-19.621735,0.000000,0.000000,956.762268,627.705627,433.286743,-9.572679
956.762268,627.705627,433.286743,-9.572679,0.000000,0.000000,963.965637,627.713135,432.203522,0.451254
963.965637,627.713135,432.203522,0.451254,0.000000,0.000000,971.151001,627.887329,431.123016,10.450127
971.151001,627.887329,431.123016,10.450127,0.000000,0.000000,978.318420,628.227722,430.045197,20.424004
978.318420,628.227722,430.045197,20.424004,0.000000,0.000000,985.428650,627.948608,426.614075,-16.747684
985.428650,627.948608,426.614075,-16.747684,0.000000,0.000000,992.521118,627.836853,425.547546,-6.705813
992.521118,627.836853,425.547546,-6.705813,0.000000,0.000000,999.595825,627.892029,424.483673,3.310952
999.595825,627.892029,424.483673,3.310952,0.000000,0.000000,1006.652893,628.113770,423.422455,13.302675
1006.652893,628.113770,423.422455,13.302675,0.000000,0.000000,1013.663635,627.930359,420.645325,-11.003914
1013.663635,627.930359,420.645325,-11.003914,0.000000,0.000000,1020.656860,627.914063,419.593719,-0.976403
1020.656860,627.914063,419.593719,-0.976403,0.000000,0.000000,1027.632568,628.064514,418.544739,9.026039
1027.632568,628.064514,418.544739,9.026039,0.000000,0.000000,1034.568848,627.941162,416.178131,-7.401352
1034.568848,627.941162,416.178131,-7.401352,0.000000,0.000000,1041.487793,627.984802,415.137695,2.617152
1041.487793,627.984802,415.137695,2.617152,0.000000,0.000000,1048.389404,628.195007,414.099854,12.610610
1048.389404,628.195007,414.099854,12.610610,0.000000,0.000000,1055.246338,628.022644,411.418610,-10.340700
1055.246338,628.022644,411.418610,-10.340700,0.000000,0.000000,1062.086182,628.017395,410.390076,-0.314848
1062.086182,628.017395,410.390076,-0.314848,0.000000,0.000000,1068.901001,628.021118,408.890411,0.222601
1068.901001,628.021118,408.890411,0.222601,0.000000,0.000000,1075.690186,628.018066,407.347961,-0.182528
1075.690186,628.018066,407.347961,-0.182528,0.000000,0.000000,1082.454346,628.020569,405.846191,0.149673
1082.454346,628.020569,405.846191,0.149673,0.000000,0.000000,1089.192993,628.018494,404.317963,-0.122732
1089.192993,628.018494,404.317963,-0.122732,0.000000,0.000000,1095.906616,628.020142,402.818298,0.100640
1095.906616,628.020142,402.818298,0.100640,0.000000,0.000000,1102.594971,628.018738,401.302094,-0.082522
1102.594971,628.018738,401.302094,-0.082522,0.000000,0.000000,1109.258423,628.019836,399.806335,0.067668
1109.258423,628.019836,399.806335,0.067668,0.000000,0.000000,1115.896973,628.022949,398.316559,0.186534
1115.896973,628.022949,398.316559,0.186534,0.000000,0.000000,1122.510132,628.017029,396.790344,-0.354699
1122.510132,628.017029,396.790344,-0.354699,0.000000,0.000000,1129.098999,628.021973,395.330902,0.295220
1129.098999,628.021973,395.330902,0.295220,0.000000,0.000000,1135.662598,628.017944,393.815704,-0.242923
1135.662598,628.017944,393.815704,-0.242923,0.000000,0.000000,1127.590332,627.835327,-322.928833,-10.956537
1127.590332,627.835327,-322.928833,-10.956537,0.000000,0.000000,1122.221680,627.819824,-322.121521,-0.929145
1122.221680,627.819824,-322.121521,-0.929145,0.000000,0.000000,1116.866455,627.971069,-321.316223,9.073179
1116.866455,627.971069,-321.316223,9.073179,0.000000,0.000000,1111.524536,628.288574,-320.512939,19.050497
1111.524536,628.288574,-320.512939,19.050497,0.000000,0.000000,1106.233154,628.028198,-317.480469,-15.621407
1106.233154,628.028198,-317.480469,-15.621407,0.000000,0.000000,1100.955078,627.935181,-316.686768,-5.582352
1100.955078,627.935181,-316.686768,-5.582352,0.000000,0.000000,1095.690186,628.009033,-315.895050,4.431605
1095.690186,628.009033,-315.895050,4.431605,0.000000,0.000000,1090.453491,627.948608,-314.203217,-3.626245
1090.453491,627.948608,-314.203217,-3.626245,0.000000,0.000000,1085.229858,628.054993,-313.417694,6.382822
1085.229858,628.054993,-313.417694,6.382822,0.000000,0.000000,1080.037231,627.969055,-311.561096,-5.154449
1080.037231,627.969055,-311.561096,-5.154449,0.000000,0.000000,1074.857544,628.050049,-310.782196,4.858438
1074.857544,628.050049,-310.782196,4.858438,0.000000,0.000000,1069.706299,627.985107,-309.071045,-3.896540
1069.706299,627.985107,-309.071045,-3.896540,0.000000,0.000000,1064.567993,628.086975,-308.298370,6.113203
1064.567993,628.086975,-308.298370,6.113203,0.000000,0.000000,1059.460083,628.003418,-306.472076,-5.012825
1059.460083,628.003418,-306.472076,-5.012825,0.000000,0.000000,1054.368042,628.030884,-305.523315,1.647878
1054.368042,628.030884,-305.523315,1.647878,0.000000,-41.666668,1049.299561,628.008362,-304.109772,-1.351260
1049.299561,628.008362,-304.109772,-1.351260,0.000000,-41.666668,1044.243774,627.459839,-303.349487,-32.910385
1044.243774,627.459839,-303.349487,-32.910385,0.000000,-41.666668,1039.200562,626.386658,-302.591125,-64.390617
1039.200562,626.386658,-302.591125,-64.390617,0.000000,-41.666668,1034.170044,624.790100,-301.834656,-95.792137
1034.170044,624.790100,-301.834656,-95.792137,0.000000,-41.666668,1029.152100,622.671509,-301.080078,-127.115158
1029.152100,622.671509,-301.080078,-127.115158,0.000000,-41.666668,1024.146606,620.032166,-300.327393,-158.359879
1024.146606,620.032166,-300.327393,-158.359879,0.000000,-41.666668,1019.153687,616.873413,-299.576569,-189.526489
1019.153687,616.873413,-299.576569,-189.526489,0.000000,-41.666668,1014.173218,613.196472,-298.827637,-220.615173
1014.173218,613.196472,-298.827637,-220.615173,0.000000,-41.666668,1009.205200,609.002686,-298.080566,-251.626129
1009.205200,609.002686,-298.080566,-251.626129,0.000000,-41.666668,1004.249634,604.293335,-297.335358,-282.559540
1004.249634,604.293335,-297.335358,-282.559540,0.000000,-41.666668,999.306458,599.069763,-296.592010,-313.415619
999.306458,599.069763,-296.592010,-313.415619,0.000000,0.000000,994.375610,593.333191,-295.850525,-344.194580
994.375610,593.333191,-295.850525,-344.194580,0.000000,0.000000,989.457092,587.777649,-295.110901,-333.334106
989.457092,587.777649,-295.110901,-333.334106,0.000000,0.000000,984.550903,582.402649,-294.373138,-322.500763
984.550903,582.402649,-294.373138,-322.500763,0.000000,0.000000,979.656921,577.207764,-293.637207,-311.694519
979.656921,577.207764,-293.637207,-311.694519,0.000000,0.000000,974.775208,572.192505,-292.903107,-300.915283
974.775208,572.192505,-292.903107,-300.915283,0.000000,0.000000,969.905701,567.356445,-292.170837,-290.162994
969.905701,567.356445,-292.170837,-290.162994,0.000000,0.000000,965.048340,562.699158,-291.440399,-279.437592
965.048340,562.699158,-291.440399,-279.437592,0.000000,0.000000,960.203125,558.220154,-290.711792,-268.738983
960.203125,558.220154,-290.711792,-268.738983,0.000000,0.000000,955.370056,553.919006,-289.985016,-258.067139
955.370056,553.919006,-289.985016,-258.067139,0.000000,0.000000,950.549072,549.795288,-289.260040,-247.421967
950.549072,549.795288,-289.260040,-247.421967,0.000000,0.000000,945.740112,545.848572,-288.536896,-236.803406
945.740112,545.848572,-288.536896,-236.803406,0.000000,0.000000,940.943176,542.078369,-287.815552,-226.211395
940.943176,542.078369,-287.815552,-226.211395,0.000000,0.000000,936.158264,538.484253,-287.096008,-215.645874
936.158264,538.484253,-287.096008,-215.645874,0.000000,0.000000,931.385315,535.065796,-286.378265,-205.106766
931.385315,535.065796,-286.378265,-205.106766,0.000000,0.000000,926.624268,531.822571,-285.662323,-194.593994
926.624268,531.822571,-285.662323,-194.593994,0.000000,0.000000,921.875122,528.754089,-284.948181,-184.107513
921.875122,528.754089,-284.948181,-184.107513,0.000000,0.000000,917.137878,525.859985,-284.235809,-173.647247
917.137878,525.859985,-284.235809,-173.647247,0.000000,0.000000,912.412476,523.139771,-283.525208,-163.213135
912.412476,523.139771,-283.525208,-163.213135,0.000000,0.000000,907.698853,520.593018,-282.816406,-152.805099
907.698853,520.593018,-282.816406,-152.805099,0.000000,0.000000,902.997009,518.219299,-282.109375,-142.423080
902.997009,518.219299,-282.109375,-142.423080,0.000000,0.000000,898.306946,516.018188,-281.404114,-132.067017
898.306946,516.018188,-281.404114,-132.067017,0.000000,0.000000,893.628601,513.989258,-280.700592,-121.736847
893.628601,513.989258,-280.700592,-121.736847,0.000000,0.000000,888.961975,512.132019,-279.998840,-111.432503
888.961975,512.132019,-279.998840,-111.432503,0.000000,0.000000,884.307007,510.446106,-279.298859,-101.153923
884.307007,510.446106,-279.298859,-101.153923,0.000000,0.000000,879.663635,508.931091,-278.600616,-90.901039
879.663635,508.931091,-278.600616,-90.901039,0.000000,0.000000,875.031921,507.586517,-277.904114,-80.673790
875.031921,507.586517,-277.904114,-80.673790,0.000000,0.000000,870.411743,506.411987,-277.209351,-70.472107
870.411743,506.411987,-277.209351,-70.472107,0.000000,0.000000,865.803162,505.407043,-276.516327,-60.295929
865.803162,505.407043,-276.516327,-60.295929,0.000000,0.000000,861.206055,504.571289,-275.825043,-50.145187
861.206055,504.571289,-275.825043,-50.145187,0.000000,0.000000,856.620483,503.904297,-275.135468,-40.019825
856.620483,503.904297,-275.135468,-40.019825,0.000000,0.000000,852.046326,503.405640,-274.447632,-29.919777
852.046326,503.405640,-274.447632,-29.919777,0.000000,0.000000,847.483643,503.074890,-273.761505,-19.844978
847.483643,503.074890,-273.761505,-19.844978,0.000000,0.000000,842.932373,502.911621,-273.077087,-9.795365
842.932373,502.911621,-273.077087,-9.795365,0.000000,0.000000,838.392456,502.915436,-272.394409,0.229124
838.392456,502.915436,-272.394409,0.229124,0.000000,0.000000,833.863892,503.085907,-271.713409,10.228552
833.863892,503.085907,-271.713409,10.228552,0.000000,0.000000,829.346680,503.422638,-271.034119,20.202980
829.346680,503.422638,-271.034119,20.202980,0.000000,0.000000,824.840759,503.925171,-270.356537,30.152473
824.840759,503.925171,-270.356537,30.152473,0.000000,0.000000,820.346069,504.593109,-269.680634,40.077095
820.346069,504.593109,-269.680634,40.077095,0.000000,0.000000,815.862610,505.426056,-269.006439,49.976902
815.862610,505.426056,-269.006439,49.976902,0.000000,0.000000,811.390381,506.423584,-268.333923,59.851959
811.390381,506.423584,-268.333923,59.851959,0.000000,0.000000,806.929321,507.585297,-267.663086,69.702332
806.929321,507.585297,-267.663086,69.702332,0.000000,0.000000,802.479431,508.910767,-266.993927,79.528076
802.479431,508.910767,-266.993927,79.528076,0.000000,0.000000,798.040649,510.399597,-266.326447,89.329254
798.040649,510.399597,-266.326447,89.329254,0.000000,-41.666668,793.612976,512.051392,-265.660645,99.105934
793.612976,512.051392,-265.660645,99.105934,0.000000,-41.666668,789.196350,513.172974,-264.996490,67.295670
789.196350,513.172974,-264.996490,67.295670,0.000000,-41.666668,784.790771,513.765747,-264.334015,35.564930
784.790771,513.765747,-264.334015,35.564930,0.000000,-41.666668,780.396240,513.830994,-263.673187,3.913517
780.396240,513.830994,-263.673187,3.913517,0.000000,-41.666668,776.012695,513.369995,-263.014008,-27.658768
776.012695,513.369995,-263.014008,-27.658768,0.000000,-41.666668,771.640076,512.384155,-262.356476,-59.152122
771.640076,512.384155,-262.356476,-59.152122,0.000000,-41.666668,767.278381,510.874695,-261.700592,-90.566742
767.278381,510.874695,-261.700592,-90.566742,0.000000,-41.666668,762.927612,508.842987,-261.046356,-121.902832
762.927612,508.842987,-261.046356,-121.902832,0.000000,-41.666668,758.587708,506.290314,-260.393738,-153.160583
758.587708,506.290314,-260.393738,-153.160583,0.000000,-41.666668,754.258667,503.217987,-259.742767,-184.340195
754.258667,503.217987,-259.742767,-184.340195,0.000000,-41.666668,749.940430,499.627289,-259.093414,-215.441849
749.940430,499.627289,-259.093414,-215.441849,0.000000,-41.666668,745.632996,495.519531,-258.445679,-246.465759
745.632996,495.519531,-258.445679,-246.465759,0.000000,-41.666668,741.336365,490.895996,-257.799561,-277.412079
741.336365,490.895996,-257.799561,-277.412079,0.000000,-41.666668,737.050476,485.757965,-257.155060,-308.281036
737.050476,485.757965,-257.155060,-308.281036,0.000000,0.000000,732.775269,480.106750,-256.512177,-339.072815
732.775269,480.106750,-256.512177,-339.072815,0.000000,0.000000,728.510742,474.636322,-255.870895,-328.225128
728.510742,474.636322,-255.870895,-328.225128,0.000000,0.000000,724.256897,469.346252,-255.231216,-317.404572
724.256897,469.346252,-255.231216,-317.404572,0.000000,0.000000,720.013672,464.236053,-254.593140,-306.611053
720.013672,464.236053,-254.593140,-306.611053,0.000000,0.000000,715.781067,459.305298,-253.956650,-295.844513
715.781067,459.305298,-253.956650,-295.844513,0.000000,0.000000,711.559021,454.553558,-253.321762,-285.104889
711.559021,454.553558,-253.321762,-285.104889,0.000000,0.000000,707.347534,449.980347,-252.688461,-274.392120
707.347534,449.980347,-252.688461,-274.392120,0.000000,0.000000,703.146606,445.585236,-252.056747,-263.706146
703.146606,445.585236,-252.056747,-263.706146,0.000000,0.000000,698.956177,441.367798,-251.426605,-253.046875
698.956177,441.367798,-251.426605,-253.046875,0.000000,0.000000,694.776184,437.327545,-250.798035,-242.414261
694.776184,437.327545,-250.798035,-242.414261,0.000000,0.000000,690.606689,433.464081,-250.171036,-231.808228
690.606689,433.464081,-250.171036,-231.808228,0.000000,0.000000,686.447571,429.776947,-249.545609,-221.228714
686.447571,429.776947,-249.545609,-221.228714,0.000000,0.000000,682.298889,426.265686,-248.921738,-210.675644
682.298889,426.265686,-248.921738,-210.675644,0.000000,0.000000,678.160583,422.929871,-248.299438,-200.148956
678.160583,422.929871,-248.299438,-200.148956,0.000000,0.000000,674.032593,419.769073,-247.678696,-189.648590
674.032593,419.769073,-247.678696,-189.648590,0.000000,0.000000,669.914917,416.782837,-247.059494,-179.174469
669.914917,416.782837,-247.059494,-179.174469,0.000000,0.000000,665.807556,413.970734,-246.441849,-168.726532
665.807556,413.970734,-246.441849,-168.726532,0.000000,0.000000,661.710449,411.332336,-245.825745,-158.304718
661.710449,411.332336,-245.825745,-158.304718,0.000000,0.000000,657.623596,408.867188,-245.211182,-147.908951
657.623596,408.867188,-245.211182,-147.908951,0.000000,0.000000,653.546936,406.574860,-244.598160,-137.539185
653.546936,406.574860,-244.598160,-137.539185,0.000000,0.000000,649.480469,404.454926,-243.986664,-127.195343
649.480469,404.454926,-243.986664,-127.195343,0.000000,0.000000,645.424194,402.506958,-243.376694,-116.877357
645.424194,402.506958,-243.376694,-116.877357,0.000000,0.000000,641.378052,400.730530,-242.768250,-106.585167
641.378052,400.730530,-242.768250,-106.585167,0.000000,0.000000,637.342041,399.125214,-242.161331,-96.318703
637.342041,399.125214,-242.161331,-96.318703,0.000000,0.000000,633.316101,397.690582,-241.555923,-86.077904
633.316101,397.690582,-241.555923,-86.077904,0.000000,0.000000,629.300232,396.426208,-240.952042,-75.862709
629.300232,396.426208,-240.952042,-75.862709,0.000000,0.000000,625.294434,395.331665,-240.349655,-65.673050
625.294434,395.331665,-240.349655,-65.673050,0.000000,0.000000,621.298645,394.406525,-239.748779,-55.508865
621.298645,394.406525,-239.748779,-55.508865,0.000000,0.000000,617.312805,393.650360,-239.149414,-45.370094
617.312805,393.650360,-239.149414,-45.370094,0.000000,0.000000,613.336975,393.062744,-238.551544,-35.256668
613.336975,393.062744,-238.551544,-35.256668,0.000000,0.000000,609.371033,392.643280,-237.955170,-25.168526
609.371033,392.643280,-237.955170,-25.168526,0.000000,0.000000,605.415039,392.391510,-237.360275,-15.105603
605.415039,392.391510,-237.360275,-15.105603,0.000000,0.000000,601.468933,392.307037,-236.766876,-5.067839
601.468933,392.307037,-236.766876,-5.067839,0.000000,0.000000,597.532654,392.389465,-236.174957,4.944832
597.532654,392.389465,-236.174957,4.944832,0.000000,0.000000,593.606262,392.638336,-235.584518,14.932470
593.606262,392.638336,-235.584518,14.932470,0.000000,0.000000,589.689697,393.053253,-234.995560,24.895140
589.689697,393.053253,-234.995560,24.895140,0.000000,0.000000,585.782898,393.633789,-234.408066,34.832901
585.782898,393.633789,-234.408066,34.832901,0.000000,0.000000,581.885864,394.379547,-233.822052,44.745819
581.885864,394.379547,-233.822052,44.745819,0.000000,0.000000,577.998596,395.290100,-233.237503,54.633953
577.998596,395.290100,-233.237503,54.633953,0.000000,0.000000,574.121033,396.365051,-232.654404,64.497368
574.121033,396.365051,-232.654404,64.497368,0.000000,0.000000,570.253174,397.603973,-232.072769,74.336128
570.253174,397.603973,-232.072769,74.336128,0.000000,0.000000,566.394958,399.006470,-231.492584,84.150291
566.394958,399.006470,-231.492584,84.150291,0.000000,0.000000,562.546387,400.572144,-230.913849,93.939919
562.546387,400.572144,-230.913849,93.939919,0.000000,0.000000,558.707458,402.300568,-230.336563,103.705070
558.707458,402.300568,-230.336563,103.705070,0.000000,0.000000,554.878113,404.191345,-229.760727,113.445808
554.878113,404.191345,-229.760727,113.445808,0.000000,0.000000,551.058350,406.244049,-229.186325,123.162193
551.058350,406.244049,-229.186325,123.162193,0.000000,0.000000,547.248108,408.458282,-228.613358,132.854294
547.248108,408.458282,-228.613358,132.854294,0.000000,0.000000,543.447388,410.833649,-228.041824,142.522156
543.447388,410.833649,-228.041824,142.522156,0.000000,0.000000,539.656189,413.369751,-227.471725,152.165848
539.656189,413.369751,-227.471725,152.165848,0.000000,0.000000,535.874451,416.066162,-226.903046,161.785431
535.874451,416.066162,-226.903046,161.785431,0.000000,0.000000,532.102173,418.922516,-226.335785,171.380966
532.102173,418.922516,-226.335785,171.380966,0.000000,0.000000,528.339355,421.938385,-225.769943,180.952515
528.339355,421.938385,-225.769943,180.952515,0.000000,0.000000,524.585938,425.113373,-225.205521,190.500137
524.585938,425.113373,-225.205521,190.500137,0.000000,0.000000,520.841919,428.447113,-224.642502,200.023880
520.841919,428.447113,-224.642502,200.023880,0.000000,0.000000,517.107239,431.939178,-224.080902,209.523819
517.107239,431.939178,-224.080902,209.523819,0.000000,0.000000,513.381897,435.589172,-223.520706,219.000015
513.381897,435.589172,-223.520706,219.000015,0.000000,0.000000,509.665863,439.396729,-222.961899,228.452515
509.665863,439.396729,-222.961899,228.452515,0.000000,0.000000,505.959106,443.361420,-222.404495,237.881378
505.959106,443.361420,-222.404495,237.881378,0.000000,0.000000,502.261627,447.482849,-221.848480,247.286682
502.261627,447.482849,-221.848480,247.286682,0.000000,0.000000,498.573395,451.760651,-221.293854,256.668488
498.573395,451.760651,-221.293854,256.668488,0.000000,0.000000,494.894379,456.194427,-220.740616,266.026825
494.894379,456.194427,-220.740616,266.026825,0.000000,0.000000,491.224579,460.783783,-220.188766,275.361755
491.224579,460.783783,-220.188766,275.361755,0.000000,0.000000,487.563934,465.528351,-219.638290,284.673340
487.563934,465.528351,-219.638290,284.673340,0.000000,0.000000,483.912445,470.427704,-219.089188,293.961670
483.912445,470.427704,-219.089188,293.961670,0.000000,0.000000,480.270081,475.481476,-218.541458,303.226776
480.270081,475.481476,-218.541458,303.226776,0.000000,0.000000,476.636841,480.689301,-217.995102,312.468719
476.636841,480.689301,-217.995102,312.468719,0.000000,0.000000,473.012665,486.050751,-217.450119,321.687561
473.012665,486.050751,-217.450119,321.687561,0.000000,0.000000,469.397552,491.565460,-216.906494,330.883331
469.397552,491.565460,-216.906494,330.883331,0.000000,0.000000,465.791473,497.233063,-216.364227,340.056122
465.791473,497.233063,-216.364227,340.056122,0.000000,0.000000,462.194427,503.053162,-215.823318,349.205994
462.194427,503.053162,-215.823318,349.205994,0.000000,0.000000,458.606354,509.025391,-215.283768,358.332977
458.606354,509.025391,-215.283768,358.332977,0.000000,0.000000,455.027252,515.149353,-214.745560,367.437134
455.027252,515.149353,-214.745560,367.437134,0.000000,0.000000,451.457092,521.424683,-214.208694,376.518555
451.457092,521.424683,-214.208694,376.518555,0.000000,0.000000,447.895874,527.850952,-213.673172,385.577271
447.895874,527.850952,-213.673172,385.577271,0.000000,0.000000,444.343567,534.427856,-213.138992,394.613342
444.343567,534.427856,-213.138992,394.613342,0.000000,0.000000,440.800140,541.154968,-212.606140,403.626801
440.800140,541.154968,-212.606140,403.626801,0.000000,0.000000,437.265564,548.031921,-212.074631,412.617737
437.265564,548.031921,-212.074631,412.617737,0.000000,0.000000,433.739838,555.058350,-211.544449,421.586182
433.739838,555.058350,-211.544449,421.586182,0.000000,0.000000,430.222900,562.233887,-211.015594,430.532227
430.222900,562.233887,-211.015594,430.532227,0.000000,0.000000,426.714752,569.558167,-210.488052,439.455902
426.714752,569.558167,-210.488052,439.455902,0.000000,0.000000,423.215393,577.030762,-209.961838,448.357269
423.215393,577.030762,-209.961838,448.357269,0.000000,0.000000,419.724792,584.651367,-209.436935,457.236389
419.724792,584.651367,-209.436935,457.236389,0.000000,0.000000,416.242889,592.419617,-208.913345,466.093292
416.242889,592.419617,-208.913345,466.093292,0.000000,0.000000,412.769714,600.335083,-208.391068,474.928070
412.769714,600.335083,-208.391068,474.928070,0.000000,0.000000,409.305206,608.397400,-207.870087,483.740753
409.305206,608.397400,-207.870087,483.740753,0.000000,0.000000,405.849365,616.606262,-207.350418,492.531403
405.849365,616.606262,-207.350418,492.531403,0.000000,0.000000,402.402161,624.961243,-206.832047,501.300079
402.402161,624.961243,-206.832047,501.300079,0.000000,0.000000,398.963593,633.462036,-206.314972,510.046844
398.963593,633.462036,-206.314972,510.046844,0.000000,0.000000,396.314453,622.361755,-158.948639,-418.238403
396.314453,622.361755,-158.948639,-418.238403,0.000000,0.000000,393.671936,615.575195,-158.551270,-407.192810
